sex,hlth_pb,geo,unit,time,isced11,value
Males,Chronic lower respiratory diseases (excluding asthma),Malta,Percentage,2014,All ISCED 2011 levels,0.8
Males,Chronic lower respiratory diseases (excluding asthma),Netherlands,Percentage,2014,All ISCED 2011 levels,4.8
Males,Chronic lower respiratory diseases (excluding asthma),Austria,Percentage,2014,All ISCED 2011 levels,4.0
Males,Chronic lower respiratory diseases (excluding asthma),Poland,Percentage,2014,All ISCED 2011 levels,2.8
Males,Chronic lower respiratory diseases (excluding asthma),Portugal,Percentage,2014,All ISCED 2011 levels,4.7
Males,Chronic lower respiratory diseases (excluding asthma),Romania,Percentage,2014,All ISCED 2011 levels,2.3
Males,Chronic lower respiratory diseases (excluding asthma),Slovenia,Percentage,2014,All ISCED 2011 levels,4.0
Males,Chronic lower respiratory diseases (excluding asthma),Slovakia,Percentage,2014,All ISCED 2011 levels,2.4
Males,Chronic lower respiratory diseases (excluding asthma),Finland,Percentage,2014,All ISCED 2011 levels,3.2
Males,Chronic lower respiratory diseases (excluding asthma),Sweden,Percentage,2014,All ISCED 2011 levels,1.3
Males,Chronic lower respiratory diseases (excluding asthma),United Kingdom,Percentage,2014,All ISCED 2011 levels,2.8
Males,Chronic lower respiratory diseases (excluding asthma),Iceland,Percentage,2014,All ISCED 2011 levels,3.4
Males,Chronic lower respiratory diseases (excluding asthma),Norway,Percentage,2014,All ISCED 2011 levels,2.8
Males,Chronic lower respiratory diseases (excluding asthma),Turkey,Percentage,2014,All ISCED 2011 levels,6.3
Males,Heart attack or chronic consequences of heart attack,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,2.1
Males,Heart attack or chronic consequences of heart attack,Belgium,Percentage,2014,All ISCED 2011 levels,1.3
Males,Heart attack or chronic consequences of heart attack,Bulgaria,Percentage,2014,All ISCED 2011 levels,2.7
Males,Heart attack or chronic consequences of heart attack,Czechia,Percentage,2014,All ISCED 2011 levels,2.1
Males,Heart attack or chronic consequences of heart attack,Denmark,Percentage,2014,All ISCED 2011 levels,1.3
Males,Heart attack or chronic consequences of heart attack,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,2.4
Males,Heart attack or chronic consequences of heart attack,Estonia,Percentage,2014,All ISCED 2011 levels,1.5
Males,Heart attack or chronic consequences of heart attack,Ireland,Percentage,2014,All ISCED 2011 levels,1.9
Males,Heart attack or chronic consequences of heart attack,Greece,Percentage,2014,All ISCED 2011 levels,3.1
Males,Heart attack or chronic consequences of heart attack,Spain,Percentage,2014,All ISCED 2011 levels,0.9
Males,Heart attack or chronic consequences of heart attack,France,Percentage,2014,All ISCED 2011 levels,1.4
Males,Heart attack or chronic consequences of heart attack,Croatia,Percentage,2014,All ISCED 2011 levels,2.5
Males,Heart attack or chronic consequences of heart attack,Italy,Percentage,2014,All ISCED 2011 levels,2.8
Males,Heart attack or chronic consequences of heart attack,Cyprus,Percentage,2014,All ISCED 2011 levels,3.2
Males,Heart attack or chronic consequences of heart attack,Latvia,Percentage,2014,All ISCED 2011 levels,1.0
Males,Heart attack or chronic consequences of heart attack,Lithuania,Percentage,2014,All ISCED 2011 levels,2.7
Males,Heart attack or chronic consequences of heart attack,Luxembourg,Percentage,2014,All ISCED 2011 levels,1.6
Males,Heart attack or chronic consequences of heart attack,Hungary,Percentage,2014,All ISCED 2011 levels,2.6
Males,Heart attack or chronic consequences of heart attack,Malta,Percentage,2014,All ISCED 2011 levels,1.7
Males,Heart attack or chronic consequences of heart attack,Netherlands,Percentage,2014,All ISCED 2011 levels,0.4
Males,Heart attack or chronic consequences of heart attack,Austria,Percentage,2014,All ISCED 2011 levels,1.4
Males,Heart attack or chronic consequences of heart attack,Poland,Percentage,2014,All ISCED 2011 levels,4.0
Males,Heart attack or chronic consequences of heart attack,Portugal,Percentage,2014,All ISCED 2011 levels,1.9
Males,Heart attack or chronic consequences of heart attack,Romania,Percentage,2014,All ISCED 2011 levels,1.3
Males,Heart attack or chronic consequences of heart attack,Slovenia,Percentage,2014,All ISCED 2011 levels,1.6
Males,Heart attack or chronic consequences of heart attack,Slovakia,Percentage,2014,All ISCED 2011 levels,2.8
Males,Heart attack or chronic consequences of heart attack,Finland,Percentage,2014,All ISCED 2011 levels,2.3
Males,Heart attack or chronic consequences of heart attack,Sweden,Percentage,2014,All ISCED 2011 levels,1.7
Males,Heart attack or chronic consequences of heart attack,United Kingdom,Percentage,2014,All ISCED 2011 levels,2.0
Males,Heart attack or chronic consequences of heart attack,Iceland,Percentage,2014,All ISCED 2011 levels,3.2
Males,Heart attack or chronic consequences of heart attack,Norway,Percentage,2014,All ISCED 2011 levels,2.0
Males,Heart attack or chronic consequences of heart attack,Turkey,Percentage,2014,All ISCED 2011 levels,2.1
Males,Coronary heart disease or angina pectoris,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,3.6
Males,Coronary heart disease or angina pectoris,Belgium,Percentage,2014,All ISCED 2011 levels,1.7
Males,Coronary heart disease or angina pectoris,Bulgaria,Percentage,2014,All ISCED 2011 levels,7.9
Males,Coronary heart disease or angina pectoris,Czechia,Percentage,2014,All ISCED 2011 levels,4.5
Males,Coronary heart disease or angina pectoris,Denmark,Percentage,2014,All ISCED 2011 levels,2.1
Males,Coronary heart disease or angina pectoris,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,4.7
Males,Coronary heart disease or angina pectoris,Estonia,Percentage,2014,All ISCED 2011 levels,4.2
Males,Coronary heart disease or angina pectoris,Ireland,Percentage,2014,All ISCED 2011 levels,3.3
Males,Coronary heart disease or angina pectoris,Greece,Percentage,2014,All ISCED 2011 levels,3.9
Males,Coronary heart disease or angina pectoris,Spain,Percentage,2014,All ISCED 2011 levels,0.9
Males,Coronary heart disease or angina pectoris,France,Percentage,2014,All ISCED 2011 levels,2.7
Males,Coronary heart disease or angina pectoris,Croatia,Percentage,2014,All ISCED 2011 levels,4.6
Males,Coronary heart disease or angina pectoris,Italy,Percentage,2014,All ISCED 2011 levels,2.7
Males,Coronary heart disease or angina pectoris,Cyprus,Percentage,2014,All ISCED 2011 levels,2.4
Males,Coronary heart disease or angina pectoris,Latvia,Percentage,2014,All ISCED 2011 levels,4.9
Males,Coronary heart disease or angina pectoris,Lithuania,Percentage,2014,All ISCED 2011 levels,6.0
Males,Coronary heart disease or angina pectoris,Luxembourg,Percentage,2014,All ISCED 2011 levels,2.7
Males,Coronary heart disease or angina pectoris,Hungary,Percentage,2014,All ISCED 2011 levels,4.6
Males,Coronary heart disease or angina pectoris,Malta,Percentage,2014,All ISCED 2011 levels,2.6
Males,Coronary heart disease or angina pectoris,Netherlands,Percentage,2014,All ISCED 2011 levels,2.2
Males,Coronary heart disease or angina pectoris,Austria,Percentage,2014,All ISCED 2011 levels,2.1
Males,Coronary heart disease or angina pectoris,Poland,Percentage,2014,All ISCED 2011 levels,8.0
Males,Coronary heart disease or angina pectoris,Portugal,Percentage,2014,All ISCED 2011 levels,3.1
Males,Coronary heart disease or angina pectoris,Romania,Percentage,2014,All ISCED 2011 levels,2.7
Males,Coronary heart disease or angina pectoris,Slovenia,Percentage,2014,All ISCED 2011 levels,3.1
Males,Coronary heart disease or angina pectoris,Slovakia,Percentage,2014,All ISCED 2011 levels,5.4
Males,Coronary heart disease or angina pectoris,Finland,Percentage,2014,All ISCED 2011 levels,5.3
Males,Coronary heart disease or angina pectoris,Sweden,Percentage,2014,All ISCED 2011 levels,1.5
Males,Coronary heart disease or angina pectoris,United Kingdom,Percentage,2014,All ISCED 2011 levels,3.6
Males,Coronary heart disease or angina pectoris,Iceland,Percentage,2014,All ISCED 2011 levels,4.1
Males,Coronary heart disease or angina pectoris,Norway,Percentage,2014,All ISCED 2011 levels,1.5
Males,Coronary heart disease or angina pectoris,Turkey,Percentage,2014,All ISCED 2011 levels,7.4
Males,High blood pressure,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,20.2
Males,High blood pressure,Belgium,Percentage,2014,All ISCED 2011 levels,15.6
Males,High blood pressure,Bulgaria,Percentage,2014,All ISCED 2011 levels,26.0
Males,High blood pressure,Czechia,Percentage,2014,All ISCED 2011 levels,23.5
Males,High blood pressure,Denmark,Percentage,2014,All ISCED 2011 levels,17.9
Males,High blood pressure,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,29.2
Males,High blood pressure,Estonia,Percentage,2014,All ISCED 2011 levels,19.8
Males,High blood pressure,Ireland,Percentage,2014,All ISCED 2011 levels,15.6
Males,High blood pressure,Greece,Percentage,2014,All ISCED 2011 levels,19.1
Males,High blood pressure,Spain,Percentage,2014,All ISCED 2011 levels,18.3
Males,High blood pressure,France,Percentage,2014,All ISCED 2011 levels,13.9
Males,High blood pressure,Croatia,Percentage,2014,All ISCED 2011 levels,22.3
Males,High blood pressure,Italy,Percentage,2014,All ISCED 2011 levels,19.8
Males,High blood pressure,Cyprus,Percentage,2014,All ISCED 2011 levels,17.8
Males,High blood pressure,Latvia,Percentage,2014,All ISCED 2011 levels,22.8
Males,High blood pressure,Lithuania,Percentage,2014,All ISCED 2011 levels,21.9
Males,High blood pressure,Luxembourg,Percentage,2014,All ISCED 2011 levels,17.8
Males,High blood pressure,Hungary,Percentage,2014,All ISCED 2011 levels,29.4
Males,High blood pressure,Malta,Percentage,2014,All ISCED 2011 levels,21.2
Males,High blood pressure,Netherlands,Percentage,2014,All ISCED 2011 levels,16.0
Males,High blood pressure,Austria,Percentage,2014,All ISCED 2011 levels,20.5
Males,High blood pressure,Poland,Percentage,2014,All ISCED 2011 levels,20.7
Males,High blood pressure,Portugal,Percentage,2014,All ISCED 2011 levels,21.6
Males,High blood pressure,Romania,Percentage,2014,All ISCED 2011 levels,12.9
Males,High blood pressure,Slovenia,Percentage,2014,All ISCED 2011 levels,24.5
Males,High blood pressure,Slovakia,Percentage,2014,All ISCED 2011 levels,22.5
Males,High blood pressure,Finland,Percentage,2014,All ISCED 2011 levels,26.0
Males,High blood pressure,Sweden,Percentage,2014,All ISCED 2011 levels,15.1
Males,High blood pressure,United Kingdom,Percentage,2014,All ISCED 2011 levels,16.8
Males,High blood pressure,Iceland,Percentage,2014,All ISCED 2011 levels,18.5
Males,High blood pressure,Norway,Percentage,2014,All ISCED 2011 levels,12.8
Males,High blood pressure,Turkey,Percentage,2014,All ISCED 2011 levels,11.2
Males,Stroke or chronic consequences of stroke,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,1.4
Males,Stroke or chronic consequences of stroke,Belgium,Percentage,2014,All ISCED 2011 levels,1.1
Males,Stroke or chronic consequences of stroke,Bulgaria,Percentage,2014,All ISCED 2011 levels,2.8
Males,Stroke or chronic consequences of stroke,Czechia,Percentage,2014,All ISCED 2011 levels,1.3
Males,Stroke or chronic consequences of stroke,Denmark,Percentage,2014,All ISCED 2011 levels,1.3
Males,Stroke or chronic consequences of stroke,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,1.4
Males,Stroke or chronic consequences of stroke,Estonia,Percentage,2014,All ISCED 2011 levels,1.2
Males,Stroke or chronic consequences of stroke,Ireland,Percentage,2014,All ISCED 2011 levels,0.9
Males,Stroke or chronic consequences of stroke,Greece,Percentage,2014,All ISCED 2011 levels,2.0
Males,Stroke or chronic consequences of stroke,Spain,Percentage,2014,All ISCED 2011 levels,1.0
Males,Stroke or chronic consequences of stroke,France,Percentage,2014,All ISCED 2011 levels,1.0
Males,Stroke or chronic consequences of stroke,Croatia,Percentage,2014,All ISCED 2011 levels,2.2
Males,Stroke or chronic consequences of stroke,Italy,Percentage,2014,All ISCED 2011 levels,1.4
Males,Stroke or chronic consequences of stroke,Cyprus,Percentage,2014,All ISCED 2011 levels,1.4
Males,Stroke or chronic consequences of stroke,Latvia,Percentage,2014,All ISCED 2011 levels,1.1
Males,Stroke or chronic consequences of stroke,Lithuania,Percentage,2014,All ISCED 2011 levels,2.5
Males,Stroke or chronic consequences of stroke,Luxembourg,Percentage,2014,All ISCED 2011 levels,1.5
Males,Stroke or chronic consequences of stroke,Hungary,Percentage,2014,All ISCED 2011 levels,2.7
Males,Stroke or chronic consequences of stroke,Malta,Percentage,2014,All ISCED 2011 levels,0.4
Males,Stroke or chronic consequences of stroke,Netherlands,Percentage,2014,All ISCED 2011 levels,0.3
Males,Stroke or chronic consequences of stroke,Austria,Percentage,2014,All ISCED 2011 levels,0.8
Males,Stroke or chronic consequences of stroke,Poland,Percentage,2014,All ISCED 2011 levels,2.2
Males,Stroke or chronic consequences of stroke,Portugal,Percentage,2014,All ISCED 2011 levels,1.9
Males,Stroke or chronic consequences of stroke,Romania,Percentage,2014,All ISCED 2011 levels,1.2
Males,Stroke or chronic consequences of stroke,Slovenia,Percentage,2014,All ISCED 2011 levels,1.9
Males,Stroke or chronic consequences of stroke,Slovakia,Percentage,2014,All ISCED 2011 levels,2.0
Males,Stroke or chronic consequences of stroke,Finland,Percentage,2014,All ISCED 2011 levels,2.1
Males,Stroke or chronic consequences of stroke,Sweden,Percentage,2014,All ISCED 2011 levels,1.1
Males,Stroke or chronic consequences of stroke,United Kingdom,Percentage,2014,All ISCED 2011 levels,1.2
Males,Stroke or chronic consequences of stroke,Iceland,Percentage,2014,All ISCED 2011 levels,1.6
Males,Stroke or chronic consequences of stroke,Norway,Percentage,2014,All ISCED 2011 levels,1.2
Males,Stroke or chronic consequences of stroke,Turkey,Percentage,2014,All ISCED 2011 levels,0.9
Males,Cirrhosis of the liver,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,0.4
Males,Cirrhosis of the liver,Belgium,Percentage,2014,All ISCED 2011 levels,0.7
Males,Cirrhosis of the liver,Bulgaria,Percentage,2014,All ISCED 2011 levels,0.4
Males,Cirrhosis of the liver,Czechia,Percentage,2014,All ISCED 2011 levels,0.3
Males,Cirrhosis of the liver,Denmark,Percentage,2014,All ISCED 2011 levels,0.2
Males,Cirrhosis of the liver,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,0.3
Males,Cirrhosis of the liver,Estonia,Percentage,2014,All ISCED 2011 levels,0.3
Males,Cirrhosis of the liver,Ireland,Percentage,2014,All ISCED 2011 levels,0.5
Males,Cirrhosis of the liver,Greece,Percentage,2014,All ISCED 2011 levels,0.2
Males,Cirrhosis of the liver,Spain,Percentage,2014,All ISCED 2011 levels,0.8
Males,Cirrhosis of the liver,France,Percentage,2014,All ISCED 2011 levels,0.1
Males,Cirrhosis of the liver,Croatia,Percentage,2014,All ISCED 2011 levels,0.8
Males,Cirrhosis of the liver,Italy,Percentage,2014,All ISCED 2011 levels,0.4
Males,Cirrhosis of the liver,Cyprus,Percentage,2014,All ISCED 2011 levels,0.5
Males,Cirrhosis of the liver,Latvia,Percentage,2014,All ISCED 2011 levels,0.7
Males,Cirrhosis of the liver,Lithuania,Percentage,2014,All ISCED 2011 levels,0.6
Males,Cirrhosis of the liver,Luxembourg,Percentage,2014,All ISCED 2011 levels,0.3
Males,Cirrhosis of the liver,Hungary,Percentage,2014,All ISCED 2011 levels,0.6
Males,Cirrhosis of the liver,Malta,Percentage,2014,All ISCED 2011 levels,0.4
Males,Cirrhosis of the liver,Netherlands,Percentage,2014,All ISCED 2011 levels,0.2
Males,Cirrhosis of the liver,Austria,Percentage,2014,All ISCED 2011 levels,0.2
Males,Cirrhosis of the liver,Poland,Percentage,2014,All ISCED 2011 levels,0.7
Males,Cirrhosis of the liver,Portugal,Percentage,2014,All ISCED 2011 levels,0.8
Males,Cirrhosis of the liver,Romania,Percentage,2014,All ISCED 2011 levels,0.6
Males,Cirrhosis of the liver,Slovenia,Percentage,2014,All ISCED 2011 levels,0.9
Males,Cirrhosis of the liver,Slovakia,Percentage,2014,All ISCED 2011 levels,0.6
Males,Cirrhosis of the liver,Finland,Percentage,2014,All ISCED 2011 levels,0.3
Males,Cirrhosis of the liver,Sweden,Percentage,2014,All ISCED 2011 levels,0.3
Males,Cirrhosis of the liver,United Kingdom,Percentage,2014,All ISCED 2011 levels,0.3
Males,Cirrhosis of the liver,Iceland,Percentage,2014,All ISCED 2011 levels,0.1
Males,Cirrhosis of the liver,Norway,Percentage,2014,All ISCED 2011 levels,0.3
Males,Cirrhosis of the liver,Turkey,Percentage,2014,All ISCED 2011 levels,1.4
Males,"Urinary incontinence, problems in controlling the bladder",European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,3.6
Males,"Urinary incontinence, problems in controlling the bladder",Belgium,Percentage,2014,All ISCED 2011 levels,2.9
Males,"Urinary incontinence, problems in controlling the bladder",Bulgaria,Percentage,2014,All ISCED 2011 levels,3.1
Males,"Urinary incontinence, problems in controlling the bladder",Czechia,Percentage,2014,All ISCED 2011 levels,3.8
Males,"Urinary incontinence, problems in controlling the bladder",Denmark,Percentage,2014,All ISCED 2011 levels,6.0
Males,"Urinary incontinence, problems in controlling the bladder",Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,5.7
Males,"Urinary incontinence, problems in controlling the bladder",Estonia,Percentage,2014,All ISCED 2011 levels,1.0
Males,"Urinary incontinence, problems in controlling the bladder",Ireland,Percentage,2014,All ISCED 2011 levels,4.9
Males,"Urinary incontinence, problems in controlling the bladder",Greece,Percentage,2014,All ISCED 2011 levels,2.3
Males,"Urinary incontinence, problems in controlling the bladder",Spain,Percentage,2014,All ISCED 2011 levels,3.1
Males,"Urinary incontinence, problems in controlling the bladder",France,Percentage,2014,All ISCED 2011 levels,3.5
Males,"Urinary incontinence, problems in controlling the bladder",Croatia,Percentage,2014,All ISCED 2011 levels,5.7
Males,"Urinary incontinence, problems in controlling the bladder",Italy,Percentage,2014,All ISCED 2011 levels,3.9
Males,"Urinary incontinence, problems in controlling the bladder",Cyprus,Percentage,2014,All ISCED 2011 levels,1.0
Males,"Urinary incontinence, problems in controlling the bladder",Latvia,Percentage,2014,All ISCED 2011 levels,5.3
Males,"Urinary incontinence, problems in controlling the bladder",Lithuania,Percentage,2014,All ISCED 2011 levels,3.7
Males,"Urinary incontinence, problems in controlling the bladder",Luxembourg,Percentage,2014,All ISCED 2011 levels,4.3
Males,"Urinary incontinence, problems in controlling the bladder",Hungary,Percentage,2014,All ISCED 2011 levels,3.8
Males,"Urinary incontinence, problems in controlling the bladder",Malta,Percentage,2014,All ISCED 2011 levels,1.5
Males,"Urinary incontinence, problems in controlling the bladder",Netherlands,Percentage,2014,All ISCED 2011 levels,2.7
Males,"Urinary incontinence, problems in controlling the bladder",Austria,Percentage,2014,All ISCED 2011 levels,2.0
Males,"Urinary incontinence, problems in controlling the bladder",Poland,Percentage,2014,All ISCED 2011 levels,2.1
Males,"Urinary incontinence, problems in controlling the bladder",Portugal,Percentage,2014,All ISCED 2011 levels,4.8
Males,"Urinary incontinence, problems in controlling the bladder",Romania,Percentage,2014,All ISCED 2011 levels,1.6
Males,"Urinary incontinence, problems in controlling the bladder",Slovenia,Percentage,2014,All ISCED 2011 levels,5.8
Males,"Urinary incontinence, problems in controlling the bladder",Slovakia,Percentage,2014,All ISCED 2011 levels,3.1
Males,"Urinary incontinence, problems in controlling the bladder",Finland,Percentage,2014,All ISCED 2011 levels,4.4
Males,"Urinary incontinence, problems in controlling the bladder",Sweden,Percentage,2014,All ISCED 2011 levels,4.1
Males,"Urinary incontinence, problems in controlling the bladder",United Kingdom,Percentage,2014,All ISCED 2011 levels,2.3
Males,"Urinary incontinence, problems in controlling the bladder",Iceland,Percentage,2014,All ISCED 2011 levels,5.5
Males,"Urinary incontinence, problems in controlling the bladder",Norway,Percentage,2014,All ISCED 2011 levels,1.2
Males,"Urinary incontinence, problems in controlling the bladder",Turkey,Percentage,2014,All ISCED 2011 levels,4.8
Males,Kidney problems,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,2.4
Males,Kidney problems,Belgium,Percentage,2014,All ISCED 2011 levels,1.0
Males,Kidney problems,Bulgaria,Percentage,2014,All ISCED 2011 levels,4.9
Males,Kidney problems,Czechia,Percentage,2014,All ISCED 2011 levels,2.1
Males,Kidney problems,Denmark,Percentage,2014,All ISCED 2011 levels,1.8
Males,Kidney problems,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,1.9
Males,Kidney problems,Estonia,Percentage,2014,All ISCED 2011 levels,1.3
Males,Kidney problems,Ireland,Percentage,2014,All ISCED 2011 levels,3.0
Males,Kidney problems,Greece,Percentage,2014,All ISCED 2011 levels,2.3
Males,Kidney problems,Spain,Percentage,2014,All ISCED 2011 levels,2.5
Males,Kidney problems,France,Percentage,2014,All ISCED 2011 levels,2.0
Males,Kidney problems,Croatia,Percentage,2014,All ISCED 2011 levels,3.2
Males,Kidney problems,Italy,Percentage,2014,All ISCED 2011 levels,3.6
Males,Kidney problems,Cyprus,Percentage,2014,All ISCED 2011 levels,2.0
Males,Kidney problems,Latvia,Percentage,2014,All ISCED 2011 levels,3.4
Males,Kidney problems,Lithuania,Percentage,2014,All ISCED 2011 levels,3.8
Males,Kidney problems,Luxembourg,Percentage,2014,All ISCED 2011 levels,2.7
Males,Kidney problems,Hungary,Percentage,2014,All ISCED 2011 levels,2.4
Males,Kidney problems,Malta,Percentage,2014,All ISCED 2011 levels,1.0
Males,Kidney problems,Netherlands,Percentage,2014,All ISCED 2011 levels,1.8
Males,Kidney problems,Austria,Percentage,2014,All ISCED 2011 levels,1.1
Males,Kidney problems,Poland,Percentage,2014,All ISCED 2011 levels,3.3
Males,Kidney problems,Portugal,Percentage,2014,All ISCED 2011 levels,3.6
Males,Kidney problems,Romania,Percentage,2014,All ISCED 2011 levels,1.4
Males,Kidney problems,Slovenia,Percentage,2014,All ISCED 2011 levels,3.8
Males,Kidney problems,Slovakia,Percentage,2014,All ISCED 2011 levels,3.1
Males,Kidney problems,Finland,Percentage,2014,All ISCED 2011 levels,1.5
Males,Kidney problems,Sweden,Percentage,2014,All ISCED 2011 levels,2.0
Males,Kidney problems,United Kingdom,Percentage,2014,All ISCED 2011 levels,1.9
Males,Kidney problems,Iceland,Percentage,2014,All ISCED 2011 levels,2.4
Males,Kidney problems,Norway,Percentage,2014,All ISCED 2011 levels,0.6
Males,Kidney problems,Turkey,Percentage,2014,All ISCED 2011 levels,6.2
Males,Diabetes,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,7.1
Males,Diabetes,Belgium,Percentage,2014,All ISCED 2011 levels,5.4
Males,Diabetes,Bulgaria,Percentage,2014,All ISCED 2011 levels,5.4
Males,Diabetes,Czechia,Percentage,2014,All ISCED 2011 levels,7.3
Males,Diabetes,Denmark,Percentage,2014,All ISCED 2011 levels,5.3
Males,Diabetes,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,8.0
Males,Diabetes,Estonia,Percentage,2014,All ISCED 2011 levels,4.7
Males,Diabetes,Ireland,Percentage,2014,All ISCED 2011 levels,5.6
Males,Diabetes,Greece,Percentage,2014,All ISCED 2011 levels,8.8
Males,Diabetes,Spain,Percentage,2014,All ISCED 2011 levels,7.3
Males,Diabetes,France,Percentage,2014,All ISCED 2011 levels,9.5
Males,Diabetes,Croatia,Percentage,2014,All ISCED 2011 levels,7.1
Males,Diabetes,Italy,Percentage,2014,All ISCED 2011 levels,6.8
Males,Diabetes,Cyprus,Percentage,2014,All ISCED 2011 levels,6.9
Males,Diabetes,Latvia,Percentage,2014,All ISCED 2011 levels,3.3
Males,Diabetes,Lithuania,Percentage,2014,All ISCED 2011 levels,3.2
Males,Diabetes,Luxembourg,Percentage,2014,All ISCED 2011 levels,6.9
Males,Diabetes,Hungary,Percentage,2014,All ISCED 2011 levels,8.0
Males,Diabetes,Malta,Percentage,2014,All ISCED 2011 levels,8.9
Males,Diabetes,Netherlands,Percentage,2014,All ISCED 2011 levels,5.9
Males,Diabetes,Austria,Percentage,2014,All ISCED 2011 levels,5.4
Males,Diabetes,Poland,Percentage,2014,All ISCED 2011 levels,6.4
Males,Diabetes,Portugal,Percentage,2014,All ISCED 2011 levels,9.4
Males,Diabetes,Romania,Percentage,2014,All ISCED 2011 levels,3.8
Males,Diabetes,Slovenia,Percentage,2014,All ISCED 2011 levels,7.4
Males,Diabetes,Slovakia,Percentage,2014,All ISCED 2011 levels,6.4
Males,Diabetes,Finland,Percentage,2014,All ISCED 2011 levels,9.2
Males,Diabetes,Sweden,Percentage,2014,All ISCED 2011 levels,5.3
Males,Diabetes,United Kingdom,Percentage,2014,All ISCED 2011 levels,6.6
Males,Diabetes,Iceland,Percentage,2014,All ISCED 2011 levels,4.8
Males,Diabetes,Norway,Percentage,2014,All ISCED 2011 levels,4.4
Males,Diabetes,Turkey,Percentage,2014,All ISCED 2011 levels,6.8
Males,Allergy,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,14.6
Males,Allergy,Belgium,Percentage,2014,All ISCED 2011 levels,12.7
Males,Allergy,Bulgaria,Percentage,2014,All ISCED 2011 levels,2.9
Males,Allergy,Czechia,Percentage,2014,All ISCED 2011 levels,9.2
Males,Allergy,Denmark,Percentage,2014,All ISCED 2011 levels,14.6
Males,Allergy,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,25.6
Males,Allergy,Estonia,Percentage,2014,All ISCED 2011 levels,6.1
Males,Allergy,Ireland,Percentage,2014,All ISCED 2011 levels,10.2
Males,Allergy,Greece,Percentage,2014,All ISCED 2011 levels,7.2
Males,Allergy,Spain,Percentage,2014,All ISCED 2011 levels,12.0
Males,Allergy,France,Percentage,2014,All ISCED 2011 levels,11.5
Males,Allergy,Croatia,Percentage,2014,All ISCED 2011 levels,11.0
Males,Allergy,Italy,Percentage,2014,All ISCED 2011 levels,13.7
Males,Allergy,Cyprus,Percentage,2014,All ISCED 2011 levels,4.9
Males,Allergy,Latvia,Percentage,2014,All ISCED 2011 levels,7.7
Males,Allergy,Lithuania,Percentage,2014,All ISCED 2011 levels,4.7
Males,Allergy,Luxembourg,Percentage,2014,All ISCED 2011 levels,22.4
Males,Allergy,Hungary,Percentage,2014,All ISCED 2011 levels,13.6
Males,Allergy,Malta,Percentage,2014,All ISCED 2011 levels,13.7
Males,Allergy,Netherlands,Percentage,2014,All ISCED 2011 levels,16.5
Males,Allergy,Austria,Percentage,2014,All ISCED 2011 levels,21.8
Males,Allergy,Poland,Percentage,2014,All ISCED 2011 levels,6.7
Males,Allergy,Portugal,Percentage,2014,All ISCED 2011 levels,15.3
Males,Allergy,Romania,Percentage,2014,All ISCED 2011 levels,0.9
Males,Allergy,Slovenia,Percentage,2014,All ISCED 2011 levels,13.3
Males,Allergy,Slovakia,Percentage,2014,All ISCED 2011 levels,10.8
Males,Allergy,Finland,Percentage,2014,All ISCED 2011 levels,26.3
Males,Allergy,Sweden,Percentage,2014,All ISCED 2011 levels,19.7
Males,Allergy,United Kingdom,Percentage,2014,All ISCED 2011 levels,17.9
Males,Allergy,Iceland,Percentage,2014,All ISCED 2011 levels,21.4
Males,Allergy,Norway,Percentage,2014,All ISCED 2011 levels,16.8
Males,Allergy,Turkey,Percentage,2014,All ISCED 2011 levels,8.9
Males,Chronic depression,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,5.3
Males,Chronic depression,Belgium,Percentage,2014,All ISCED 2011 levels,4.9
Males,Chronic depression,Bulgaria,Percentage,2014,All ISCED 2011 levels,2.1
Males,Chronic depression,Czechia,Percentage,2014,All ISCED 2011 levels,3.1
Males,Chronic depression,Denmark,Percentage,2014,All ISCED 2011 levels,6.6
Males,Chronic depression,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,9.0
Males,Chronic depression,Estonia,Percentage,2014,All ISCED 2011 levels,4.0
Males,Chronic depression,Ireland,Percentage,2014,All ISCED 2011 levels,10.8
Males,Chronic depression,Greece,Percentage,2014,All ISCED 2011 levels,3.2
Males,Chronic depression,Spain,Percentage,2014,All ISCED 2011 levels,4.8
