Year,Country / territory of asylum/residence,Origin,Population type,Value
2007,Bulgaria,Sudan,Refugees (incl. refugee-like situations),175
2007,Bulgaria,Sudan,Asylum-seekers,5
2007,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),85
2007,Bulgaria,Tajikistan,Asylum-seekers,2
2007,Bulgaria,The former Yugoslav Republic of Macedonia,Asylum-seekers,1
2007,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),12
2007,Bulgaria,Turkey,Refugees (incl. refugee-like situations),92
2007,Bulgaria,Turkey,Asylum-seekers,1
2007,Bulgaria,Turkmenistan,Refugees (incl. refugee-like situations),1
2007,Bulgaria,Turkmenistan,Asylum-seekers,1
2007,Bulgaria,United Arab Emirates,Refugees (incl. refugee-like situations),2
2007,Bulgaria,United Arab Emirates,Asylum-seekers,4
2007,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),4
2007,Bulgaria,Uzbekistan,Asylum-seekers,4
2007,Bulgaria,Viet Nam,Asylum-seekers,5
2007,Bulgaria,Yemen,Refugees (incl. refugee-like situations),2
2007,Bulgaria,Yemen,Asylum-seekers,3
2007,Bulgaria,Zambia,Refugees (incl. refugee-like situations),1
2007,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),2012
2008,Bulgaria,Afghanistan,Asylum-seekers,377
2008,Bulgaria,Albania,Refugees (incl. refugee-like situations),10
2008,Bulgaria,Albania,Asylum-seekers,3
2008,Bulgaria,Algeria,Refugees (incl. refugee-like situations),21
2008,Bulgaria,Algeria,Asylum-seekers,2
2008,Bulgaria,Angola,Refugees (incl. refugee-like situations),5
2008,Bulgaria,Armenia,Refugees (incl. refugee-like situations),25
2008,Bulgaria,Armenia,Asylum-seekers,27
2008,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),3
2008,Bulgaria,Azerbaijan,Asylum-seekers,18
2008,Bulgaria,Bahrain,Asylum-seekers,1
2008,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),15
2008,Bulgaria,Bangladesh,Asylum-seekers,2
2008,Bulgaria,Belarus,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Belarus,Asylum-seekers,1
2008,Bulgaria,Benin,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),35
2008,Bulgaria,Bosnia and Herzegovina,Asylum-seekers,1
2008,Bulgaria,Burundi,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Burundi,Asylum-seekers,2
2008,Bulgaria,Cameroon,Refugees (incl. refugee-like situations),5
2008,Bulgaria,Cameroon,Asylum-seekers,1
2008,Bulgaria,Chad,Asylum-seekers,1
2008,Bulgaria,China,Asylum-seekers,5
2008,Bulgaria,Colombia,Asylum-seekers,1
2008,Bulgaria,Congo,Refugees (incl. refugee-like situations),24
2008,Bulgaria,Congo,Asylum-seekers,1
2008,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Cuba,Refugees (incl. refugee-like situations),6
2008,Bulgaria,Cuba,Asylum-seekers,2
2008,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),31
2008,Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,6
2008,Bulgaria,Egypt,Refugees (incl. refugee-like situations),3
2008,Bulgaria,Egypt,Asylum-seekers,1
2008,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),9
2008,Bulgaria,Eritrea,Asylum-seekers,1
2008,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),56
2008,Bulgaria,Ethiopia,Asylum-seekers,1
2008,Bulgaria,Gambia,Asylum-seekers,2
2008,Bulgaria,Georgia,Refugees (incl. refugee-like situations),3
2008,Bulgaria,Georgia,Asylum-seekers,3
2008,Bulgaria,Ghana,Refugees (incl. refugee-like situations),1
2008,Bulgaria,Guinea,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Guinea,Asylum-seekers,3
2008,Bulgaria,India,Refugees (incl. refugee-like situations),2
2008,Bulgaria,India,Asylum-seekers,22
2008,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),231
2008,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1705
2008,Bulgaria,Iraq,Asylum-seekers,359
2008,Bulgaria,Jordan,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),27
2008,Bulgaria,Lebanon,Asylum-seekers,12
2008,Bulgaria,Liberia,Refugees (incl. refugee-like situations),12
2008,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2008,Bulgaria,Lithuania,Asylum-seekers,1
2008,Bulgaria,Malaysia,Asylum-seekers,1
2008,Bulgaria,Mali,Refugees (incl. refugee-like situations),1
2008,Bulgaria,Mauritania,Asylum-seekers,6
2008,Bulgaria,Mongolia,Asylum-seekers,3
2008,Bulgaria,Morocco,Asylum-seekers,4
2008,Bulgaria,Nepal,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Nigeria,Refugees (incl. refugee-like situations),10
2008,Bulgaria,Nigeria,Asylum-seekers,10
2008,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),1
2008,Bulgaria,Pakistan,Asylum-seekers,32
2008,Bulgaria,Peru,Asylum-seekers,1
2008,Bulgaria,Rep. of Moldova,Asylum-seekers,5
2008,Bulgaria,Russian Federation,Refugees (incl. refugee-like situations),8
2008,Bulgaria,Russian Federation,Asylum-seekers,15
2008,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),3
2008,Bulgaria,Senegal,Refugees (incl. refugee-like situations),1
2008,Bulgaria,Senegal,Asylum-seekers,1
2008,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),118
2008,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,24
2008,Bulgaria,Sierra Leone,Refugees (incl. refugee-like situations),12
2008,Bulgaria,Sierra Leone,Asylum-seekers,9
2008,Bulgaria,Somalia,Refugees (incl. refugee-like situations),126
2008,Bulgaria,Somalia,Asylum-seekers,5
2008,Bulgaria,South Africa,Asylum-seekers,1
2008,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Sri Lanka,Asylum-seekers,23
2008,Bulgaria,Stateless,Refugees (incl. refugee-like situations),209
2008,Bulgaria,Stateless,Asylum-seekers,51
2008,Bulgaria,Sudan,Refugees (incl. refugee-like situations),181
2008,Bulgaria,Sudan,Asylum-seekers,8
2008,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),86
2008,Bulgaria,Syrian Arab Rep.,Asylum-seekers,4
2008,Bulgaria,Tajikistan,Asylum-seekers,2
2008,Bulgaria,The former Yugoslav Republic of Macedonia,Asylum-seekers,1
2008,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),12
2008,Bulgaria,Tunisia,Asylum-seekers,1
2008,Bulgaria,Turkey,Refugees (incl. refugee-like situations),92
2008,Bulgaria,Turkey,Asylum-seekers,2
2008,Bulgaria,Turkmenistan,Refugees (incl. refugee-like situations),1
2008,Bulgaria,Turkmenistan,Asylum-seekers,1
2008,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2008,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),4
2008,Bulgaria,Uzbekistan,Asylum-seekers,4
2008,Bulgaria,Viet Nam,Asylum-seekers,6
2008,Bulgaria,Yemen,Refugees (incl. refugee-like situations),2
2008,Bulgaria,Yemen,Asylum-seekers,3
2008,Bulgaria,Zambia,Refugees (incl. refugee-like situations),1
2008,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),2039
2009,Bulgaria,Afghanistan,Asylum-seekers,388
2009,Bulgaria,Albania,Refugees (incl. refugee-like situations),10
2009,Bulgaria,Algeria,Refugees (incl. refugee-like situations),21
2009,Bulgaria,Algeria,Asylum-seekers,18
2009,Bulgaria,Angola,Refugees (incl. refugee-like situations),5
2009,Bulgaria,Armenia,Refugees (incl. refugee-like situations),30
2009,Bulgaria,Armenia,Asylum-seekers,21
2009,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),3
2009,Bulgaria,Azerbaijan,Asylum-seekers,17
2009,Bulgaria,Bahrain,Asylum-seekers,1
2009,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),15
2009,Bulgaria,Bangladesh,Asylum-seekers,4
2009,Bulgaria,Belarus,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Belarus,Asylum-seekers,1
2009,Bulgaria,Benin,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),35
2009,Bulgaria,Bosnia and Herzegovina,Asylum-seekers,1
2009,Bulgaria,Burundi,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Burundi,Asylum-seekers,2
2009,Bulgaria,Cameroon,Refugees (incl. refugee-like situations),5
2009,Bulgaria,Cameroon,Asylum-seekers,1
2009,Bulgaria,Chad,Asylum-seekers,1
2009,Bulgaria,China,Asylum-seekers,6
2009,Bulgaria,Colombia,Asylum-seekers,1
2009,Bulgaria,Congo,Refugees (incl. refugee-like situations),26
2009,Bulgaria,Congo,Asylum-seekers,2
2009,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Cuba,Refugees (incl. refugee-like situations),6
2009,Bulgaria,Cuba,Asylum-seekers,2
2009,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),31
2009,Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,6
2009,Bulgaria,Ecuador,Asylum-seekers,2
2009,Bulgaria,Egypt,Refugees (incl. refugee-like situations),3
2009,Bulgaria,Egypt,Asylum-seekers,1
2009,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),9
2009,Bulgaria,Eritrea,Asylum-seekers,1
2009,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),58
2009,Bulgaria,Ethiopia,Asylum-seekers,1
2009,Bulgaria,Gambia,Asylum-seekers,2
2009,Bulgaria,Georgia,Refugees (incl. refugee-like situations),3
2009,Bulgaria,Georgia,Asylum-seekers,5
2009,Bulgaria,Ghana,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Ghana,Asylum-seekers,1
2009,Bulgaria,Guinea,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Guinea,Asylum-seekers,3
2009,Bulgaria,India,Refugees (incl. refugee-like situations),2
2009,Bulgaria,India,Asylum-seekers,23
2009,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),234
2009,Bulgaria,Iran (Islamic Rep. of),Asylum-seekers,21
2009,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1904
2009,Bulgaria,Iraq,Asylum-seekers,340
2009,Bulgaria,Jordan,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Jordan,Asylum-seekers,1
2009,Bulgaria,Kyrgyzstan,Asylum-seekers,1
2009,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),27
2009,Bulgaria,Lebanon,Asylum-seekers,11
2009,Bulgaria,Liberia,Refugees (incl. refugee-like situations),12
2009,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Lithuania,Asylum-seekers,1
2009,Bulgaria,Malaysia,Asylum-seekers,1
2009,Bulgaria,Mali,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Mauritania,Asylum-seekers,6
2009,Bulgaria,Mongolia,Asylum-seekers,3
2009,Bulgaria,Morocco,Asylum-seekers,13
2009,Bulgaria,Nepal,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Nigeria,Refugees (incl. refugee-like situations),10
2009,Bulgaria,Nigeria,Asylum-seekers,7
2009,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Pakistan,Asylum-seekers,38
2009,Bulgaria,Peru,Asylum-seekers,1
2009,Bulgaria,Rep. of Moldova,Asylum-seekers,6
2009,Bulgaria,Russian Federation,Refugees (incl. refugee-like situations),8
2009,Bulgaria,Russian Federation,Asylum-seekers,18
2009,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),3
2009,Bulgaria,Senegal,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Senegal,Asylum-seekers,1
2009,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),118
2009,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,24
2009,Bulgaria,Sierra Leone,Refugees (incl. refugee-like situations),12
2009,Bulgaria,Sierra Leone,Asylum-seekers,9
2009,Bulgaria,Somalia,Refugees (incl. refugee-like situations),129
2009,Bulgaria,Somalia,Asylum-seekers,11
2009,Bulgaria,South Africa,Asylum-seekers,1
2009,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),4
2009,Bulgaria,Sri Lanka,Asylum-seekers,17
2009,Bulgaria,Stateless,Refugees (incl. refugee-like situations),223
2009,Bulgaria,Stateless,Asylum-seekers,102
2009,Bulgaria,Sudan,Refugees (incl. refugee-like situations),181
2009,Bulgaria,Sudan,Asylum-seekers,11
2009,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),90
2009,Bulgaria,Syrian Arab Rep.,Asylum-seekers,10
2009,Bulgaria,Tajikistan,Asylum-seekers,2
2009,Bulgaria,The former Yugoslav Republic of Macedonia,Asylum-seekers,1
2009,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),12
2009,Bulgaria,Tunisia,Asylum-seekers,3
2009,Bulgaria,Turkey,Refugees (incl. refugee-like situations),95
2009,Bulgaria,Turkey,Asylum-seekers,5
2009,Bulgaria,Turkmenistan,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Turkmenistan,Asylum-seekers,1
2009,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Ukraine,Asylum-seekers,7
2009,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),4
2009,Bulgaria,Uzbekistan,Asylum-seekers,4
2009,Bulgaria,Viet Nam,Asylum-seekers,4
2009,Bulgaria,Yemen,Refugees (incl. refugee-like situations),2
2009,Bulgaria,Yemen,Asylum-seekers,4
2009,Bulgaria,Zambia,Refugees (incl. refugee-like situations),1
2009,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),2
2010,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),2048
2010,Bulgaria,Afghanistan,Asylum-seekers,402
2010,Bulgaria,Albania,Refugees (incl. refugee-like situations),10
2010,Bulgaria,Algeria,Refugees (incl. refugee-like situations),21
2010,Bulgaria,Angola,Refugees (incl. refugee-like situations),5
2010,Bulgaria,Armenia,Refugees (incl. refugee-like situations),32
2010,Bulgaria,Armenia,Asylum-seekers,26
2010,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),3
2010,Bulgaria,Azerbaijan,Asylum-seekers,17
2010,Bulgaria,Bahrain,Asylum-seekers,1
2010,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),15
2010,Bulgaria,Bangladesh,Asylum-seekers,7
2010,Bulgaria,Belarus,Refugees (incl. refugee-like situations),2
2010,Bulgaria,Belarus,Asylum-seekers,1
2010,Bulgaria,Benin,Refugees (incl. refugee-like situations),2
2010,Bulgaria,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),35
2010,Bulgaria,Bosnia and Herzegovina,Asylum-seekers,1
2010,Bulgaria,Burkina Faso,Asylum-seekers,1
2010,Bulgaria,Burundi,Refugees (incl. refugee-like situations),3
2010,Bulgaria,Burundi,Asylum-seekers,2
2010,Bulgaria,Cameroon,Refugees (incl. refugee-like situations),5
2010,Bulgaria,Cameroon,Asylum-seekers,1
2010,Bulgaria,Chad,Asylum-seekers,1
2010,Bulgaria,China,Asylum-seekers,4
2010,Bulgaria,Colombia,Asylum-seekers,1
2010,Bulgaria,Comoros,Asylum-seekers,2
2010,Bulgaria,Congo,Refugees (incl. refugee-like situations),26
2010,Bulgaria,Congo,Asylum-seekers,4
2010,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),2
2010,Bulgaria,Cuba,Refugees (incl. refugee-like situations),6
2010,Bulgaria,Cuba,Asylum-seekers,2
2010,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),33
2010,Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,7
2010,Bulgaria,Egypt,Refugees (incl. refugee-like situations),4
2010,Bulgaria,Egypt,Asylum-seekers,1
2010,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),10
2010,Bulgaria,Eritrea,Asylum-seekers,2
2010,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),60
2010,Bulgaria,Ethiopia,Asylum-seekers,3
2010,Bulgaria,Gambia,Asylum-seekers,2
2010,Bulgaria,Georgia,Refugees (incl. refugee-like situations),3
2010,Bulgaria,Georgia,Asylum-seekers,10
2010,Bulgaria,Ghana,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Ghana,Asylum-seekers,1
2010,Bulgaria,Guinea,Refugees (incl. refugee-like situations),2
2010,Bulgaria,Guinea,Asylum-seekers,3
2010,Bulgaria,India,Refugees (incl. refugee-like situations),2
2010,Bulgaria,India,Asylum-seekers,23
2010,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),244
2010,Bulgaria,Iran (Islamic Rep. of),Asylum-seekers,4
2010,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1990
2010,Bulgaria,Iraq,Asylum-seekers,559
2010,Bulgaria,Jordan,Refugees (incl. refugee-like situations),3
2010,Bulgaria,Jordan,Asylum-seekers,2
2010,Bulgaria,Kyrgyzstan,Asylum-seekers,6
2010,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),28
2010,Bulgaria,Lebanon,Asylum-seekers,10
2010,Bulgaria,Liberia,Refugees (incl. refugee-like situations),12
2010,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Lithuania,Asylum-seekers,1
2010,Bulgaria,Malaysia,Asylum-seekers,1
2010,Bulgaria,Mali,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Mauritania,Asylum-seekers,6
2010,Bulgaria,Mongolia,Asylum-seekers,5
2010,Bulgaria,Morocco,Asylum-seekers,8
2010,Bulgaria,Nepal,Refugees (incl. refugee-like situations),2
2010,Bulgaria,Nigeria,Refugees (incl. refugee-like situations),10
2010,Bulgaria,Nigeria,Asylum-seekers,4
2010,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Pakistan,Asylum-seekers,46
2010,Bulgaria,Peru,Asylum-seekers,1
2010,Bulgaria,Rep. of Moldova,Asylum-seekers,3
2010,Bulgaria,Russian Federation,Refugees (incl. refugee-like situations),8
2010,Bulgaria,Russian Federation,Asylum-seekers,18
2010,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),3
2010,Bulgaria,Senegal,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Senegal,Asylum-seekers,1
2010,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),118
2010,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,22
2010,Bulgaria,Sierra Leone,Refugees (incl. refugee-like situations),12
2010,Bulgaria,Sierra Leone,Asylum-seekers,8
2010,Bulgaria,Somalia,Refugees (incl. refugee-like situations),129
2010,Bulgaria,Somalia,Asylum-seekers,11
2010,Bulgaria,South Africa,Asylum-seekers,1
2010,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),4
2010,Bulgaria,Sri Lanka,Asylum-seekers,18
2010,Bulgaria,Stateless,Refugees (incl. refugee-like situations),232
2010,Bulgaria,Stateless,Asylum-seekers,81
2010,Bulgaria,Sudan,Refugees (incl. refugee-like situations),186
2010,Bulgaria,Sudan,Asylum-seekers,14
2010,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),95
2010,Bulgaria,Syrian Arab Rep.,Asylum-seekers,30
2010,Bulgaria,Tajikistan,Asylum-seekers,2
2010,Bulgaria,The former Yugoslav Republic of Macedonia,Asylum-seekers,1
2010,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),12
2010,Bulgaria,Tunisia,Asylum-seekers,2
2010,Bulgaria,Turkey,Refugees (incl. refugee-like situations),97
2010,Bulgaria,Turkmenistan,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Turkmenistan,Asylum-seekers,2
2010,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Ukraine,Asylum-seekers,8
2010,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),4
2010,Bulgaria,Uzbekistan,Asylum-seekers,4
2010,Bulgaria,Various/Unknown,Asylum-seekers,5
2010,Bulgaria,Yemen,Refugees (incl. refugee-like situations),2
2010,Bulgaria,Yemen,Asylum-seekers,3
2010,Bulgaria,Zambia,Refugees (incl. refugee-like situations),1
2010,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),2
2011,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),2067
2011,Bulgaria,Afghanistan,Asylum-seekers,347
2011,Bulgaria,Albania,Refugees (incl. refugee-like situations),9
2011,Bulgaria,Albania,Asylum-seekers,2
2011,Bulgaria,Algeria,Refugees (incl. refugee-like situations),21
2011,Bulgaria,Algeria,Asylum-seekers,49
2011,Bulgaria,Angola,Refugees (incl. refugee-like situations),5
2011,Bulgaria,Armenia,Refugees (incl. refugee-like situations),34
2011,Bulgaria,Armenia,Asylum-seekers,125
2011,Bulgaria,Australia,Asylum-seekers,1
2011,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),3
2011,Bulgaria,Azerbaijan,Asylum-seekers,1
2011,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),16
2011,Bulgaria,Bangladesh,Asylum-seekers,13
2011,Bulgaria,Belarus,Refugees (incl. refugee-like situations),2
2011,Bulgaria,Benin,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),35
2011,Bulgaria,Bosnia and Herzegovina,Asylum-seekers,1
2011,Bulgaria,Burundi,Refugees (incl. refugee-like situations),3
2011,Bulgaria,Cameroon,Refugees (incl. refugee-like situations),5
2011,Bulgaria,Chad,Asylum-seekers,1
2011,Bulgaria,China,Asylum-seekers,3
2011,Bulgaria,Congo,Refugees (incl. refugee-like situations),26
2011,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),2
2011,Bulgaria,Cote d'Ivoire,Asylum-seekers,1
2011,Bulgaria,Cuba,Refugees (incl. refugee-like situations),6
2011,Bulgaria,Cuba,Asylum-seekers,2
2011,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),33
2011,Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,3
2011,Bulgaria,Egypt,Refugees (incl. refugee-like situations),4
2011,Bulgaria,Egypt,Asylum-seekers,7
2011,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),10
2011,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),59
2011,Bulgaria,Ethiopia,Asylum-seekers,3
2011,Bulgaria,Georgia,Refugees (incl. refugee-like situations),5
2011,Bulgaria,Georgia,Asylum-seekers,10
2011,Bulgaria,Ghana,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Ghana,Asylum-seekers,3
2011,Bulgaria,Guinea,Refugees (incl. refugee-like situations),2
2011,Bulgaria,India,Refugees (incl. refugee-like situations),2
2011,Bulgaria,India,Asylum-seekers,39
2011,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),250
2011,Bulgaria,Iran (Islamic Rep. of),Asylum-seekers,54
2011,Bulgaria,Iraq,Refugees (incl. refugee-like situations),2109
2011,Bulgaria,Iraq,Asylum-seekers,366
2011,Bulgaria,Jordan,Refugees (incl. refugee-like situations),3
2011,Bulgaria,Kazakhstan,Asylum-seekers,2
2011,Bulgaria,Kyrgyzstan,Asylum-seekers,5
2011,Bulgaria,Lao People's Dem. Rep.,Asylum-seekers,1
2011,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),28
2011,Bulgaria,Lebanon,Asylum-seekers,8
2011,Bulgaria,Liberia,Refugees (incl. refugee-like situations),12
2011,Bulgaria,Liberia,Asylum-seekers,1
2011,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Libya,Asylum-seekers,3
2011,Bulgaria,Mali,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Mauritania,Asylum-seekers,3
2011,Bulgaria,Mongolia,Asylum-seekers,2
2011,Bulgaria,Morocco,Asylum-seekers,13
2011,Bulgaria,Nepal,Refugees (incl. refugee-like situations),2
2011,Bulgaria,Nigeria,Refugees (incl. refugee-like situations),10
2011,Bulgaria,Nigeria,Asylum-seekers,28
2011,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Pakistan,Asylum-seekers,35
2011,Bulgaria,Poland,Asylum-seekers,1
2011,Bulgaria,Rep. of Moldova,Asylum-seekers,4
2011,Bulgaria,Russian Federation,Refugees (incl. refugee-like situations),8
2011,Bulgaria,Russian Federation,Asylum-seekers,17
2011,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),3
2011,Bulgaria,Senegal,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),118
2011,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,4
2011,Bulgaria,Sierra Leone,Refugees (incl. refugee-like situations),12
2011,Bulgaria,Somalia,Refugees (incl. refugee-like situations),132
2011,Bulgaria,Somalia,Asylum-seekers,37
2011,Bulgaria,South Africa,Asylum-seekers,1
2011,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),4
2011,Bulgaria,Sri Lanka,Asylum-seekers,3
2011,Bulgaria,Stateless,Refugees (incl. refugee-like situations),237
2011,Bulgaria,Stateless,Asylum-seekers,67
2011,Bulgaria,Sudan,Refugees (incl. refugee-like situations),183
2011,Bulgaria,Sudan,Asylum-seekers,9
2011,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),98
2011,Bulgaria,Syrian Arab Rep.,Asylum-seekers,70
2011,Bulgaria,The former Yugoslav Republic of Macedonia,Asylum-seekers,2
2011,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),13
2011,Bulgaria,Tunisia,Asylum-seekers,10
2011,Bulgaria,Turkey,Refugees (incl. refugee-like situations),100
2011,Bulgaria,Turkey,Asylum-seekers,12
2011,Bulgaria,Turkmenistan,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Turkmenistan,Asylum-seekers,1
2011,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Ukraine,Asylum-seekers,2
2011,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),4
2011,Bulgaria,United Rep. of Tanzania,Asylum-seekers,3
2011,Bulgaria,Uzbekistan,Asylum-seekers,4
2011,Bulgaria,Viet Nam,Asylum-seekers,3
2011,Bulgaria,Western Sahara,Asylum-seekers,1
2011,Bulgaria,Yemen,Refugees (incl. refugee-like situations),2
2011,Bulgaria,Zambia,Refugees (incl. refugee-like situations),1
2011,Bulgaria,Zambia,Asylum-seekers,1
2011,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),2
2012,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),368
2012,Bulgaria,Albania,Refugees (incl. refugee-like situations),5
2012,Bulgaria,Algeria,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Angola,Refugees (incl. refugee-like situations),1
